Indice,Voltagem
1266,7.23363
1267,7.33138
1268,6.25611
1269,5.66960
1270,8.06452
1271,8.35777
1272,6.30499
1273,5.03421
1274,7.52688
1275,9.67742
1276,7.72238
1277,4.49658
1278,6.30499
1279,10.50831
1280,8.50440
1281,3.76344
1282,5.37634
1283,9.33529
1284,9.62854
1285,7.28250
1286,3.37243
1287,7.18475
1288,11.09482
1289,9.09091
1290,4.05670
1291,4.98534
1292,9.33529
1293,10.16618
1294,6.01173
1295,3.76344
1296,6.54936
1297,9.57967
1298,7.96676
1299,4.25220
1300,7.52688
1301,9.53079
1302,6.89150
1303,5.08309
1304,7.18475
1305,8.89541
1306,7.42913
1307,6.01173
1308,6.64712
1309,7.82014
1310,6.50049
1311,6.20723
1312,6.40274
1313,6.54936
1314,6.25611
1315,7.57576
1316,8.60215
1317,7.23363
1318,5.42522
1319,6.94037
1320,9.38416
1321,7.91789
1322,4.98534
1323,5.18084
1324,8.84653
1325,9.13978
1326,5.22972
1327,4.15445
1328,8.94428
1329,8.94428
1330,4.74096
1331,3.81232
1332,8.60215
1333,10.94819
1334,8.11339
1335,4.25220
1336,3.91007
1337,8.74878
1338,9.87292
1339,4.30108
1340,4.64321
1341,9.04203
1342,9.18866
1343,5.76735
1344,3.61681
1345,8.50440
1346,10.16618
1347,5.76735
1348,4.93646
1349,8.40665
1350,9.23754
1351,7.13587
1352,5.37634
1353,6.74487
1354,8.21114
1355,7.47801
1356,6.20723
1357,6.20723
1358,6.69599
1359,6.89150
1360,7.52688
1361,7.33138
1362,6.98925
1363,6.40274
1364,6.79374
1365,7.96676
1366,7.96676
1367,5.76735
1368,6.64712
1369,9.53079
1370,7.72238
1371,4.49658
1372,5.37634
1373,8.60215
1374,8.99316
1375,6.06061
1376,3.81232
1377,7.08700
1378,10.85044
1379,9.43304
1380,5.08309
1381,3.66569
1382,7.72238
1383,10.89932
1384,7.23363
1385,3.32356
1386,6.30499
1387,10.41056
1388,7.23363
1389,3.56794
1390,5.13196
1391,9.82405
1392,9.72630
1393,5.62072
1394,4.34995
1395,7.57576
1396,10.11730
1397,7.91789
1398,5.18084
1399,5.32747
1400,8.50440
1401,9.48192
1402,6.15836
1403,5.22972
1404,6.25611
1405,7.47801
1406,7.08700
1407,6.69599
1408,6.64712
1409,6.98925
1410,7.38025
1411,7.86901
1412,7.52688
1413,6.40274
1414,6.20723
1415,8.01564
1416,8.35777
1417,6.30499
1418,4.98534
1419,7.42913
1420,8.99316
1421,6.01173
1422,4.54545
1423,7.57576
1424,10.36168
1425,7.57576
1426,3.91007
1427,6.35386
1428,10.70381
1429,9.28641
1430,4.64321
1431,4.00782
1432,8.94428
1433,9.53079
1434,5.57185
1435,3.22581
1436,6.15836
1437,9.97067
1438,8.01564
1439,4.30108
1440,4.39883
1441,9.09091
1442,10.01955
1443,7.08700
1444,4.30108
1445,6.25611
1446,9.23754
1447,8.55327
1448,5.22972
1449,5.71847
1450,8.01564
1451,8.16227
1452,6.45161
1453,5.86510
1454,6.74487
1455,7.62463
1456,7.67351
1457,6.94037
1458,6.69599
1459,6.74487
1460,7.38025
1461,8.06452
1462,7.52688
1463,6.01173
1464,5.47410
1465,7.38025
1466,7.91789
1467,5.57185
1468,4.83871
1469,7.72238
1470,9.97067
1471,6.15836
1472,4.20332
1473,8.35777
1474,10.89932
1475,7.77126
1476,3.81232
1477,5.32747
1478,9.77517
1479,9.82405
1480,5.37634
1481,3.37243
1482,6.40274
1483,10.26393
1484,8.60215
1485,4.25220
1486,3.86119
1487,7.77126
1488,10.85044
1489,7.72238
1490,3.76344
1491,6.84262
1492,10.45943
1493,7.18475
1494,4.44770
1495,7.33138
1496,8.69990
1497,7.23363
1498,5.13196
1499,5.27859
1500,7.42913
1501,7.67351
1502,7.33138
1503,6.54936
1504,6.89150
1505,7.52688
1506,7.77126
1507,7.62463
1508,6.69599
1509,6.30499
1510,6.98925
1511,8.01564
1512,7.57576
1513,5.81623
1514,5.37634
1515,7.52688
1516,8.69990
1517,6.50049
1518,4.64321
1519,6.59824
1520,9.92180
1521,8.55327
1522,4.64321
1523,5.22972
1524,9.97067
1525,9.53079
1526,3.86119
1527,6.35386
1528,9.57967
1529,9.09091
1530,4.83871
1531,3.37243
1532,6.98925
1533,10.16618
1534,9.18866
1535,4.78983
1536,3.76344
1537,7.18475
1538,10.70381
1539,8.79765
1540,4.39883
1541,5.22972
1542,8.79765
1543,9.28641
1544,6.25611
1545,4.74096
1546,7.13587
1547,8.74878
1548,7.03812
1549,5.42522
1550,6.30499
1551,7.91789
1552,8.16227
1553,6.98925
1554,6.50049
1555,7.23363
1556,7.42913
1557,7.86901
1558,7.67351
1559,6.84262
1560,6.30499
1561,6.35386
1562,7.57576
1563,7.08700
1564,5.32747
1565,5.37634
1566,7.33138
1567,9.72630
1568,7.03812
1569,4.34995
1570,5.96285
1571,9.92180
1572,9.62854
1573,4.93646
1574,4.44770
1575,9.13978
1576,10.21505
1577,5.62072
1578,3.61681
1579,7.67351
1580,10.45943
1581,8.50440
1582,3.81232
1583,4.59433
1584,9.77517
1585,10.26393
1586,5.52297
1587,3.91007
1588,7.91789
1589,10.50831
1590,7.47801
1591,4.25220
1592,5.66960
1593,9.13978
1594,9.82405
1595,5.57185
1596,5.13196
1597,7.96676
1598,7.23363
1599,5.52297
1600,6.45161
1601,7.77126
1602,8.11339
1603,7.52688
1604,7.08700
1605,6.74487
1606,6.94037
1607,7.72238
1608,8.40665
1609,7.08700
1610,5.71847
1611,6.25611
1612,8.21114
1613,8.16227
1614,5.52297
1615,5.03421
1616,8.65103
1617,9.43304
1618,6.35386
1619,4.30108
1620,6.59824
1621,9.97067
1622,9.28641
1623,4.88759
1624,4.10557
1625,8.01564
1626,10.94819
1627,7.13587
1628,3.37243
1629,6.01173
1630,9.97067
1631,8.35777
1632,3.42131
1633,3.76344
1634,8.40665
1635,10.89932
1636,6.06061
1637,4.25220
1638,8.30889
1639,10.41056
1640,6.64712
1641,4.78983
1642,7.91789
1643,9.33529
1644,7.86901
1645,5.37634
1646,5.86510
1647,7.28250
1648,7.91789
1649,6.69599
1650,6.25611
1651,7.23363
1652,7.52688
1653,7.77126
1654,7.38025
1655,6.74487
1656,6.64712
1657,7.52688
1658,8.50440
1659,7.52688
1660,5.76735
1661,6.30499
1662,7.23363
1663,8.30889
1664,5.91398
1665,4.49658
1666,6.50049
1667,9.04203
1668,7.23363
1669,4.00782
1670,5.81623
1671,9.87292
1672,10.16618
1673,6.74487
1674,3.61681
1675,7.33138
1676,10.65494
1677,8.30889
1678,3.61681
1679,5.03421
1680,9.77517
1681,9.82405
1682,6.15836
1683,3.61681
1684,7.47801
1685,10.75269
1686,8.01564
1687,4.74096
1688,4.93646
1689,8.99316
1690,9.62854
1691,5.37634
1692,5.37634
1693,8.35777
1694,9.43304
1695,6.98925
1696,5.52297
1697,7.13587
1698,7.72238
1699,6.59824
1700,6.10948
1701,6.54936
1702,7.13587
1703,7.72238
1704,8.21114
1705,7.28250
1706,6.30499
1707,6.45161
1708,8.11339
1709,8.89541
1710,6.84262
1711,5.08309
1712,6.25611
1713,9.33529
1714,8.60215
1715,4.93646
1716,5.08309
1717,8.45552
1718,9.62854
1719,6.64712
1720,3.86119
1721,7.18475
1722,10.55718
1723,7.18475
1724,3.51906
1725,5.66960
1726,8.74878
1727,9.87292
1728,4.88759
1729,4.00782
1730,7.96676
1731,9.92180
1732,7.18475
1733,3.56794
1734,6.74487
1735,9.62854
1736,7.03812
1737,4.44770
1738,6.74487
1739,9.87292
1740,8.55327
1741,5.57185
1742,6.25611
1743,8.60215
1744,8.89541
1745,7.38025
1746,5.91398
1747,7.03812
1748,7.67351
1749,7.42913
1750,6.84262
1751,6.69599
1752,6.64712
1753,6.54936
1754,8.01564
1755,7.82014
1756,6.45161
1757,6.01173
1758,8.06452
1759,8.99316
1760,6.94037
1761,5.03421
1762,8.16227
1763,10.16618
1764,7.91789
1765,4.54545
1766,5.76735
1767,9.04203
1768,8.55327
1769,5.13196
1770,3.71457
1771,7.38025
1772,11.09482
1773,7.57576
1774,3.56794
1775,5.62072
1776,10.55718
1777,9.53079
1778,4.64321
1779,4.34995
1780,8.79765
1781,10.16618
1782,7.13587
1783,4.15445
1784,5.18084
1785,8.26002
1786,9.77517
1787,7.28250
1788,4.44770
1789,6.54936
1790,9.38416
1791,8.30889
1792,5.52297
1793,6.50049
1794,8.74878
1795,8.01564
1796,6.45161
1797,6.50049
1798,7.77126
1799,7.96676
1800,7.52688
1801,7.03812
1802,6.30499
1803,6.25611
1804,7.08700
1805,7.57576
1806,6.45161
1807,5.37634
1808,7.52688
1809,9.23754
1810,8.11339
1811,5.03421
1812,5.32747
1813,9.33529
1814,9.87292
1815,5.91398
1816,4.05670
1817,5.32747
1818,9.48192
1819,8.16227
1820,3.81232
1821,4.25220
1822,9.23754
1823,9.92180
1824,5.03421
1825,3.51906
1826,7.42913
1827,9.92180
1828,7.42913
1829,4.15445
1830,5.27859
1831,8.99316
1832,10.65494
1833,6.69599
1834,4.00782
1835,7.18475
1836,10.06843
1837,8.74878
1838,4.54545
1839,5.91398
1840,8.40665
1841,7.72238
1842,5.37634
1843,5.52297
1844,7.42913
1845,8.45552
1846,7.91789
1847,7.03812
1848,6.79374
1849,7.08700
1850,7.62463
1851,8.01564
1852,7.72238
1853,6.45161
1854,6.50049
1855,8.16227
1856,8.26002
1857,5.76735
1858,5.18084
1859,6.79374
1860,9.04203
1861,7.52688
1862,4.64321
1863,6.98925
1864,9.82405
1865,8.30889
1866,4.39883
1867,5.57185
1868,10.45943
